Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,Time_period
18:00:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Student,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,18,Evening
18:00:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Unknown,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,18,Evening
23:51:00,Friday,Unknown,Female,Junior high school,Employee,1-2yr,Unknown,Governmental,Below 1yr,No defect,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Fatal injury,23,Night
11:48:00,Monday,Over 51,Male,High school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,11,Morning
11:48:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,11,Morning
20:30:00,Tuesday,Unknown,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,1,Going straight,Pedestrian,Male,31-50,3,Unknown,Unknown,"Walking along in carriageway, facing traffic",Driving carelessly,Slight Injury,20,Evening
11:00:00,Monday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,11,Morning
11:00:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,11,Morning
11:00:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,2-5yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving to the left,Slight Injury,11,Morning
8:09:00,Saturday,31-50,Male,Elementary school,Other,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,8,Morning
8:09:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Unknown,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,3,Unknown,Normal,Not a Pedestrian,No distancing,Slight Injury,8,Morning
8:09:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Governmental,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Unknown,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,8,Morning
18:00:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,31-50,3,Unknown,Unknown,Crossing from driver's nearside,No priority to vehicle,Slight Injury,18,Evening
18:00:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury,18,Evening
10:15:00,Saturday,Unknown,Male,Elementary school,Owner,2-5yr,Automobile,Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Collision with roadside objects,2,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury,10,Morning
10:15:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Unknown,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,NormalNormal,Not a Pedestrian,No priority to vehicle,Slight Injury,10,Morning
1:35:00,Sunday,31-50,Male,Junior high school,Owner,1-2yr,Public (12 seats),Owner,Unknown,Unknown,Other,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Unknown,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,Night
1:35:00,Sunday,31-50,Male,Elementary school,Employee,Above 10yr,Motorcycle,Owner,Above 10yr,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Unknown,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury,1,Night
1:35:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Unknown,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Serious Injury,1,Night
1:35:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,3,Going straight,Pedestrian,Male,18-30,2,Unknown,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury,1,Night
1:35:00,Sunday,Unknown,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,3,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,Serious Injury,1,Night
15:35:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,15,Afternoon
15:35:00,Tuesday,31-50,Male,Elementary school,Employee,Above 10yr,Stationwagen,Governmental,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,15,Afternoon
1:50:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Organization,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Other,Earth roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury,1,Night
1:50:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,No distancing,Slight Injury,1,Night
10:18:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,Unknown,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,10,Morning
10:18:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Unknown,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Serious Injury,10,Morning
11:08:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Recreational areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,11,Morning
13:40:00,Friday,Over 51,Male,Junior high school,Owner,Above 10yr,Automobile,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,13,Afternoon
13:40:00,Friday,Over 51,Male,High school,Other,Above 10yr,Public (13?45 seats),Governmental,5-10yrs,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Unknown,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Getting off the vehicle improperly,Slight Injury,13,Afternoon
9:51:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,Slight Injury,9,Morning
9:51:00,Thursday,Over 51,Male,Elementary school,Unknown,Unknown,Automobile,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Unknown,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Female,18-30,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,Slight Injury,9,Morning
8:06:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,No distancing,Serious Injury,8,Morning
8:06:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,2-5yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Over 51,3,Other,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,8,Morning
8:30:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,Unknown,Unknown,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury,8,Morning
8:30:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,One way,Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Serious Injury,8,Morning
8:15:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Student,Normal,Not a Pedestrian,Overtaking,Slight Injury,8,Morning
8:15:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Recreational areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,8,Morning
23:45:00,Monday,Unknown,Female,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,23,Night
11:06:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Serious Injury,11,Morning
4:15:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,4,Night
22:30:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,22,Night
22:30:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Unknown,Governmental,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Passenger,Female,18-30,3,Unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,22,Night
22:30:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,Above 10yr,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,22,Night
17:36:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Above 10yr,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Other,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
17:36:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving to the left,Slight Injury,17,Evening
17:36:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Unknown,Owner,Below 1yr,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,Slight Injury,17,Evening
